Parcel,r,p_uncorrected,p_perm_corrected
1,0.017389975376314,0.938774308170485,0.988301169883012
2,-0.110721666468197,0.623759536284809,0.988301169883012
3,0.108066945275699,0.632153909551974,0.988301169883012
4,0.201960504443852,0.36741713831358,0.988301169883012
5,0.29027016200538,0.190045940538958,0.980901909809019
6,0.0994760741127995,0.659615589525969,0.988301169883012
7,0.234837156296773,0.292804089523733,0.988101189881012
8,0.0105188572297867,0.962944468308826,0.988301169883012
9,-0.178945651050227,0.425567765153414,0.988301169883012
10,0.0337219669222718,0.881570076987906,0.988301169883012
11,-0.0441348239242457,0.845376101539615,0.988301169883012
12,0.231012843675753,0.30096149396219,0.988101189881012
13,-0.15759255121746,0.483662867511376,0.988301169883012
14,0.283261088733854,0.201455851194997,0.981901809819018
15,0.184435725034771,0.411265857096973,0.988301169883012
16,-0.018370618417657,0.935328513001527,0.988301169883012
17,-0.0788031484683853,0.727399492986558,0.988301169883012
18,-0.122560510019552,0.586882242885784,0.988301169883012
19,-0.145712379939693,0.517615949140313,0.988301169883012
20,0.0918507392003643,0.684351996833096,0.988301169883012
21,-0.114982133651163,0.610381801224427,0.988301169883012
22,0.166646968747567,0.458557355771453,0.988301169883012
23,-0.0435669773277921,0.847342793640889,0.988301169883012
24,0.0456716132190949,0.840058041325319,0.988301169883012
25,-0.145036786923495,0.519580321440831,0.988301169883012
26,-0.0463162935326609,0.837829115465728,0.988301169883012
27,0.0661037874663593,0.770076075148424,0.988301169883012
28,0.069758369418664,0.75772275871102,0.988301169883012
29,0.218138821686287,0.329436215713022,0.988301169883012
30,0.410167132991283,0.057966085295812,0.816318368163184
31,-0.171944489722182,0.444188121982424,0.988301169883012
32,-0.133573938229951,0.55344091105099,0.988301169883012
33,-0.0430162703900519,0.849250962296223,0.988301169883012
34,0.0232279203687751,0.918278496053975,0.988301169883012
35,0.208865309079376,0.350910017254475,0.988301169883012
36,-0.105458883644236,0.640443570225796,0.988301169883012
37,0.203943687395901,0.362630993756273,0.988301169883012
38,-0.026052804359211,0.908378094093604,0.988301169883012
39,0.433047435715914,0.0440978270133129,0.748525147485251
40,-0.227395746639221,0.308804065363894,0.988501149885011
41,0.268657763401553,0.226684981379986,0.985101489851015
42,-0.291406997375747,0.188237601855986,0.997500249975003
43,0.147892929568619,0.511300019986454,0.988301169883012
44,-0.0123957371863429,0.956338281294875,0.988301169883012
45,0.00475355732807559,0.983249879733403,0.988301169883012
46,-0.159500419884946,0.478316377868883,0.988301169883012
47,-0.0505685541221643,0.823158114751665,0.988301169883012
48,0.130354148060127,0.563127856760178,0.988301169883012
49,-0.0549686358616754,0.808036978651513,0.988301169883012
50,-0.0190638656447585,0.932893243435154,0.988301169883012
51,0.302059004044075,0.171861167159849,0.974502549745025
52,-0.0955429883728429,0.672333508758129,0.988301169883012
53,0.160720791823139,0.474912186180589,0.988301169883012
54,-0.132664799653595,0.556168463992876,0.988301169883012
55,0.102218924216563,0.650799554861142,0.988301169883012
56,0.101823896707114,0.652066506561789,0.988301169883012
57,0.102372846242317,0.650306140238185,0.988301169883012
58,0.15905713319758,0.47955595155782,0.988301169883012
59,-0.00505277419714607,0.982195685322129,0.988301169883012
60,-0.192712114439141,0.390211766218913,0.988301169883012
61,0.307127843425434,0.164424662794723,0.971502849715029
62,-0.237261299450494,0.287704948073732,0.989101089891011
63,-0.0310333523361297,0.890955529766107,0.988301169883012
64,-0.263284661636048,0.236468345347738,0.990500949905009
65,-0.189985690601997,0.397079640918469,0.988301169883012
66,-0.308047715267904,0.163099478258889,0.994100589941006
67,-0.00295967441274208,0.989570555948772,0.988301169883012
68,-0.0575445634661586,0.799214908708703,0.988301169883012
69,0.00257998617948534,0.990908462368891,0.988301169883012
70,0.174638721857653,0.436972276683808,0.988301169883012
71,0.238932863237431,0.284221249394932,0.987701229877012
72,0.217701932871036,0.330429854077983,0.988301169883012
73,0.136280905015352,0.545355621708336,0.988301169883012
74,-0.0441234428261527,0.845415510388534,0.988301169883012
75,0.00226314175966183,0.992024944414251,0.988301169883012
76,-3.68893367018008e-06,0.999987000415246,0.988301169883012
77,0.099492556163201,0.65956248118315,0.988301169883012
78,0.297693682654209,0.178448960260667,0.977502249775023
79,-0.0197003091662032,0.930658026124798,0.988301169883012
80,0.0402336336447451,0.858904901256025,0.988301169883012
81,0.041549497432127,0.854337198696164,0.988301169883012
82,-0.0953963790044561,0.672809283919685,0.988301169883012
83,-0.139014738977688,0.53724542119043,0.988301169883012
