Parcel,r,p_uncorrected,p_perm_corrected
1,-0.149617088846183,0.249788203573354,0.981101889811019
2,-0.170699569137379,0.18840829314819,0.976902309769023
3,-0.172583779441947,0.183504526238891,0.976302369763024
4,-0.131597890397168,0.312038351197609,0.981901809819018
5,0.104588484774885,0.42245662747783,0.982101789821018
6,-0.0357902279735776,0.784211076145329,0.982101789821018
7,0.160096500194916,0.217764685306168,0.986901309869013
8,0.00217477661287272,0.986728467794326,0.982101789821018
9,-0.28829083005238,0.0242520582693643,0.596540345965404
10,-0.13248926322266,0.308743197438687,0.981901809819018
11,-0.153092283567601,0.23883184483172,0.980501949805019
12,0.0745092447245499,0.568209102195715,0.982101789821018
13,-0.131342423315842,0.31298688884794,0.981901809819018
14,0.103660362714865,0.426608112744713,0.982101789821018
15,0.247192201439664,0.0547804191413646,0.848115188481152
16,0.138196260847197,0.2881792088178,0.982501749825017
17,-0.0671543595471848,0.60709622669628,0.982101789821018
18,-0.0200795256783708,0.877927384111966,0.982101789821018
19,-0.0192751697493467,0.882782282097362,0.982101789821018
20,0.1011090063658,0.43813897612622,0.982101789821018
21,0.0644937625904631,0.621442994318401,0.982101789821018
22,0.219314632304386,0.0894683123291773,0.944705529447055
23,0.0254720759519171,0.845503226928159,0.982101789821018
24,0.0840024540695255,0.519804764352852,0.982101789821018
25,-0.18474607898816,0.154051798706228,0.967903209679032
26,-0.0915472120222436,0.482872372166536,0.982101789821018
27,-0.0610116056196628,0.640433096219463,0.982101789821018
28,-0.0988186055514262,0.448637506632478,0.982101789821018
29,0.239757305193392,0.062734162779959,0.876512348765124
30,0.193426129577457,0.135280633100246,0.991300869913009
31,-0.0558544417456341,0.668981419576858,0.982101789821018
32,-0.0411950926249091,0.752593393292745,0.982101789821018
33,0.014800670643829,0.909862768441533,0.982101789821018
34,-0.0405752466025769,0.756200027164222,0.982101789821018
35,-0.155344005732828,0.231911766779739,0.97990200979902
36,-0.179544456986852,0.166187932714041,0.971302869713029
37,0.00831940638384734,0.949262066379712,0.982101789821018
38,-0.0566065757502628,0.664787472408259,0.982101789821018
39,0.0618465357112765,0.635858206299764,0.982101789821018
40,-0.300953635615011,0.0184321191147361,0.522547745225477
41,0.00554476139597968,0.966171561204624,0.982101789821018
42,-0.352915679735222,0.00527548989937021,0.255174482551745
43,-0.0785690552204996,0.547253644546315,0.982101789821018
44,-0.136008993206456,0.295951591909887,0.981901809819018
45,-0.132808594667716,0.307568193329444,0.981901809819018
46,-0.144543032316182,0.266391488948661,0.981701829817018
47,-0.106894468408449,0.412242396540564,0.982101789821018
48,0.00567365839147583,0.965385639536064,0.982101789821018
49,-0.0227439208458919,0.861878621359361,0.982101789821018
50,0.0699056831711349,0.592413857931834,0.982101789821018
51,-0.0132299883837932,0.919394684785743,0.982101789821018
52,-0.088919307938693,0.49557640906896,0.982101789821018
53,-0.0735118972102872,0.573413702488189,0.982101789821018
54,-0.0484821925529701,0.710605701046573,0.982101789821018
55,-0.203560252659045,0.115605396859379,0.944505549445055
56,-0.108150997994621,0.406737265051232,0.982101789821018
57,-0.0543028140356162,0.677665134640291,0.982101789821018
58,-0.0153287552834668,0.906660779243653,0.982101789821018
59,0.0848599561176922,0.515536898116306,0.982101789821018
60,-0.041174047987884,0.752715757778919,0.982101789821018
61,0.0150256122809641,0.908498679575427,0.982101789821018
62,-0.235267912636993,0.0679708837454331,0.855914408559144
63,-0.000137225590772625,0.999162546010189,0.982101789821018
64,-0.24406439937125,0.0580204355717997,0.817718228177182
65,-0.103093414252285,0.429155429859515,0.982101789821018
66,-0.0712199293887806,0.585456905581152,0.982101789821018
67,-0.00789707724192994,0.951834611675581,0.982101789821018
68,-0.0779737625704256,0.550302900942808,0.982101789821018
69,-0.256782168425981,0.0457517524438145,0.764123587641236
70,-0.172614526818642,0.183425275776303,0.976302369763024
71,-0.138935548685907,0.285582781770363,0.981901809819018
72,-0.0476248850185406,0.715504027067375,0.982101789821018
73,-0.174407532192853,0.178846485855868,0.975102489751025
74,-0.227440341023545,0.0779342946181384,0.886711328867113
75,-0.0615491031260623,0.637486408927367,0.982101789821018
76,-0.153662258473416,0.23706690796514,0.980501949805019
77,-0.112690652104461,0.387207382286044,0.982101789821018
78,0.0991754295124619,0.446992839428038,0.982101789821018
79,-0.0521654194002422,0.689695558301489,0.982101789821018
80,-0.120971974286342,0.353048870655001,0.982101789821018
81,-0.0169460803572394,0.896863693927442,0.982101789821018
82,0.0527096763992016,0.68662477806381,0.982101789821018
83,0.0604482530424696,0.643527465902012,0.982101789821018
84,-0.0645689424045779,0.621035636151177,0.982101789821018
85,-0.0354453618867505,0.786240926548681,0.982101789821018
86,-0.0485363075060265,0.710296896947436,0.982101789821018
87,-0.0133123896110606,0.918894328403149,0.982101789821018
88,0.198903329923531,0.124355477198125,0.984301569843016
89,0.148779684426492,0.252478658761719,0.983501649835017
90,-0.0173824110539784,0.894223143647963,0.982101789821018
91,0.0150396178780698,0.908413755622679,0.982101789821018
92,0.142186187795561,0.27434958836935,0.982901709829017
93,-0.0744736892171577,0.568394267516176,0.982101789821018
94,-0.106337877637334,0.414694631806768,0.982101789821018
95,0.0361723071806093,0.781963862336944,0.982101789821018
96,0.0664739689996472,0.610751381822403,0.982101789821018
97,0.102506713016484,0.431800542997681,0.982101789821018
98,0.0287632824210725,0.825835008130061,0.982101789821018
99,-0.0264645206783521,0.839561923504198,0.982101789821018
100,0.203687438122526,0.115373218998999,0.977502249775023
101,-0.083344006829665,0.523093925386004,0.982101789821018
102,-0.0120004455147751,0.926864297984081,0.982101789821018
103,-0.105726370741716,0.4173984798229,0.982101789821018
104,0.0509353195392961,0.69665427234703,0.982101789821018
105,0.020401604387046,0.875984638122368,0.982101789821018
106,-0.20644257556634,0.11043090500689,0.93950604939506
107,-0.0577400220537717,0.658486603189452,0.982101789821018
108,0.100004128950908,0.443186133768172,0.982101789821018
109,0.0652671301633112,0.61725795883227,0.982101789821018
110,-0.154311057541894,0.235068844468705,0.98030196980302
111,-0.162480333955093,0.2109009952392,0.978902109789021
112,-0.151708400694311,0.243154585611228,0.980501949805019
113,-0.208912682914784,0.106139887735258,0.934506549345065
114,-0.0636896124906648,0.625807294847961,0.982101789821018
115,-0.199950181046775,0.12234594824107,0.949305069493051
116,0.0502883618955898,0.700324181465193,0.982101789821018
117,-0.0269106958758359,0.836893759752598,0.982101789821018
118,-0.0510736848124795,0.69587028008834,0.982101789821018
119,-0.00898709626395635,0.945196009759608,0.982101789821018
120,-0.0627508821451883,0.630918190172426,0.982101789821018
121,-0.025619555585959,0.844619785073816,0.982101789821018
122,-0.0910722259499469,0.48515575112464,0.982101789821018
123,-0.0744173906413985,0.568687515688328,0.982101789821018
124,0.00430384623057171,0.973739302728425,0.982101789821018
125,-0.0879273206888153,0.50041675299546,0.982101789821018
126,0.0254731970004682,0.845496510836667,0.982101789821018
127,-0.0552019557679004,0.672627897322489,0.982101789821018
128,0.0695282802605854,0.594418443467526,0.982101789821018
129,-0.109252369416855,0.401947255270337,0.982101789821018
130,0.151956407426764,0.242375989882096,0.984701529847015
131,0.0760425848896309,0.560250674880515,0.982101789821018
132,-0.122869785687847,0.345490800159992,0.982101789821018
133,0.193182275873421,0.135783314531478,0.991700829917008
134,-0.0190100976158128,0.884383142708113,0.982101789821018
135,-0.0208115302630688,0.873513061080261,0.982101789821018
136,0.11815636439918,0.364448156866181,0.982101789821018
137,-0.125104353649569,0.336721479363082,0.982101789821018
138,0.0499741867840844,0.702108828288135,0.982101789821018
139,-0.0681828009639667,0.601589443631924,0.982101789821018
140,0.031546420683757,0.809285197064796,0.982101789821018
141,-0.170541769327751,0.188823209167432,0.977302269773023
142,-0.202771937921678,0.117052462052225,0.945505449455055
143,-0.0877436235359572,0.501315765236379,0.982101789821018
144,-0.174824574445541,0.17779346569399,0.974102589741026
145,-0.18231454644653,0.15964056765643,0.96990300969903
146,-0.229328437719791,0.0754309888644457,0.879312068793121
147,0.00622931704410008,0.961998014993239,0.982101789821018
148,-0.178981015152112,0.167543418683817,0.971902809719028
149,-0.243854316018711,0.0582435001945323,0.818518148185181
150,-0.184830937260751,0.153859406613807,0.967903209679032
151,-0.200195902246796,0.121877866167137,0.949105089491051
152,-0.252477728522703,0.0496403800139735,0.784321567843216
153,0.153044306298707,0.238980818314728,0.985301469853015
154,-0.0636239385228992,0.626164289570104,0.982101789821018
155,-0.0618388860754233,0.635900060431411,0.982101789821018
156,-0.151180810414617,0.244816602256346,0.980701929807019
157,0.00382426687859776,0.976664678973324,0.982101789821018
158,-0.0422066014137849,0.746719147774058,0.982101789821018
159,0.0676960570403502,0.604192975346734,0.982101789821018
160,0.0480434881878826,0.713110849079892,0.982101789821018
161,0.0958800805708106,0.462308260118384,0.982101789821018
162,0.126466798623924,0.331443792331905,0.982101789821018
163,0.196296322045536,0.129468824846565,0.988101189881012
164,0.118255356601022,0.364043615800773,0.982101789821018
165,0.124594667783218,0.338709302059583,0.982101789821018
166,-0.039757021663594,0.760968872163383,0.982101789821018
167,-0.191385867631397,0.139529841838631,0.960903909609039
168,-0.225090556713478,0.0811412689702827,0.894510548945106
169,-0.0543422690814771,0.677443799916463,0.982101789821018
170,-0.198829133090446,0.124498851270334,0.950904909509049
171,-0.0147506509675085,0.910166132600573,0.982101789821018
172,-0.251017796935574,0.051019058450085,0.790520947905209
173,-0.231986713262145,0.0720154126396806,0.868313168683132
174,-0.225711119891863,0.0802843577700165,0.892910708929107
175,0.172200974490335,0.184493264685695,0.991100889911009
176,-0.0356930698593844,0.78478279589163,0.982101789821018
177,0.103775527675564,0.426091724648954,0.982101789821018
178,0.0214130111957671,0.869888718471472,0.982101789821018
